CustomerID,LastPurchase,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
15118,2011-07-28 14:54:00,1,244.8,133,2,1,1,211,At-Risk
15119,2011-04-08 09:08:00,1,266.4,244,1,1,2,112,At-Risk
15120,2011-07-29 09:48:00,1,358.82,132,2,1,2,212,Others
15121,2011-10-20 14:51:00,2,457.72,49,3,3,2,332,Others
15122,2011-08-17 16:48:00,3,1633.78,113,2,3,4,234,Others
15123,2011-12-02 13:12:00,2,2199.31,6,5,3,5,535,Others
15124,2011-11-17 10:09:00,2,184.19,21,4,3,1,431,Others
15125,2011-11-14 13:57:00,15,11528.48,24,4,5,5,455,Others
15127,2011-10-05 10:30:00,1,406.53000000000003,64,3,1,2,312,Others
15128,2011-10-10 13:54:00,4,1471.0,59,3,4,4,344,Others
15129,2011-10-20 14:40:00,11,3447.4,49,3,5,5,355,Others
15130,2011-06-23 10:15:00,1,330.11,168,2,1,2,212,Others
15132,2011-11-21 17:10:00,5,977.9300000000001,17,4,4,4,444,Others
15133,2011-08-04 10:44:00,3,982.42,126,2,3,4,234,Others
15134,2011-11-25 08:55:00,8,1387.99,13,4,5,4,454,Others
15135,2011-04-14 19:16:00,1,139.05,238,1,1,1,111,At-Risk
15136,2011-12-07 12:26:00,4,1286.7,1,5,4,4,544,Loyal
15139,2011-04-14 11:39:00,2,178.96,238,1,3,1,131,Others
15140,2011-10-18 14:07:00,7,2354.25,51,3,5,5,355,Others
15142,2011-10-24 12:51:00,1,498.74,45,3,1,3,313,Others
15143,2011-04-28 12:03:00,1,259.45,224,1,1,2,112,At-Risk
15144,2011-12-01 15:12:00,17,6580.4400000000005,7,5,5,5,555,High-Value
15145,2011-12-05 17:21:00,4,1194.73,3,5,4,4,544,Loyal
15146,2011-06-28 12:09:00,2,1327.16,163,2,3,4,234,Others
15147,2011-04-13 15:57:00,1,623.5,239,1,1,3,113,Others
15148,2011-11-29 08:21:00,1,301.29,9,5,1,2,512,Others
15149,2011-07-29 10:58:00,1,520.8000000000001,132,2,1,3,213,Others
15150,2011-11-22 12:52:00,10,5291.33,16,4,5,5,455,Others
15152,2011-11-30 12:32:00,13,4745.69,8,5,5,5,555,High-Value
15153,2011-11-08 17:09:00,1,329.25,30,4,1,2,412,Others
15154,2011-09-25 16:05:00,1,254.28,74,2,1,2,212,Others
15156,2011-12-08 18:22:00,3,961.49,0,5,3,4,534,Others
15157,2011-12-06 11:28:00,3,1936.07,2,5,3,4,534,Others
15158,2011-10-25 13:53:00,1,401.40000000000003,44,3,1,2,312,Others
15159,2011-12-08 12:05:00,30,18641.010000000002,0,5,5,5,555,High-Value
15160,2010-12-17 14:15:00,1,158.16,356,1,1,1,111,At-Risk
15163,2011-11-21 13:10:00,2,304.47,17,4,3,2,432,Others
15164,2011-10-02 12:05:00,3,824.58,67,3,3,3,333,Others
15165,2010-12-01 14:03:00,1,487.75,372,1,1,3,113,Others
15167,2011-01-23 12:41:00,1,158.8,319,1,1,1,111,At-Risk
15168,2011-11-14 11:26:00,1,106.56,24,4,1,1,411,Others
15171,2011-01-12 15:36:00,1,1289.5,330,1,1,4,114,Others
15172,2011-12-01 11:51:00,5,1624.05,7,5,4,4,544,Loyal
15174,2011-01-21 09:06:00,1,135.75,321,1,1,1,111,At-Risk
15175,2011-09-29 11:31:00,1,224.14,70,3,1,1,311,Others
15178,2011-03-24 15:12:00,1,40.5,259,1,1,1,111,At-Risk
15179,2011-11-21 12:53:00,5,2206.9500000000003,17,4,4,5,445,Others
15180,2010-12-07 14:57:00,1,87.5,366,1,1,1,111,At-Risk
15181,2011-10-04 13:58:00,3,689.48,65,3,3,3,333,Others
15182,2011-07-08 13:37:00,2,622.85,153,2,3,3,233,Others
15184,2011-11-10 13:41:00,2,402.2,28,4,3,2,432,Others
15185,2011-09-30 14:06:00,1,310.62,69,3,1,2,312,Others
15186,2011-11-25 14:58:00,2,411.41,13,4,3,2,432,Others
15187,2011-12-08 11:56:00,16,4777.18,0,5,5,5,555,High-Value
15189,2011-12-08 13:22:00,41,16225.39,0,5,5,5,555,High-Value
15192,2011-08-12 11:41:00,3,1044.32,118,2,3,4,234,Others
15193,2011-10-10 08:23:00,1,499.32,59,3,1,3,313,Others
15194,2011-12-06 15:10:00,15,7616.53,2,5,5,5,555,High-Value
15195,2011-12-07 12:20:00,1,3861.0,1,5,1,5,515,Others
15197,2011-11-29 10:00:00,3,1079.61,9,5,3,4,534,Others
15198,2011-09-08 14:42:00,2,193.64,91,2,3,1,231,Others
15199,2011-10-11 15:12:00,4,1268.7,58,3,4,4,344,Others
15201,2011-09-13 14:53:00,5,1236.54,86,2,4,4,244,Others
15203,2011-11-14 08:16:00,6,1827.8,24,4,5,4,454,Others
15204,2010-12-17 13:49:00,1,316.58,356,1,1,2,112,At-Risk
15205,2011-09-15 19:36:00,2,653.24,84,2,3,3,233,Others
15206,2011-11-29 13:41:00,4,420.3,9,5,4,2,542,Others
15208,2011-12-08 17:24:00,5,870.12,0,5,4,3,543,Loyal
15210,2011-04-28 16:11:00,1,331.18,224,1,1,2,112,At-Risk
15211,2011-10-10 13:31:00,2,894.4100000000001,59,3,3,3,333,Others
15212,2011-04-12 13:45:00,1,101.8,240,1,1,1,111,At-Risk
15213,2011-01-25 12:21:00,2,328.35,317,1,3,2,132,Others
15214,2011-12-08 12:07:00,8,1661.44,0,5,5,4,554,Loyal
15215,2011-10-24 11:41:00,3,734.94,45,3,3,3,333,Others
15216,2011-09-13 11:41:00,1,96.6,86,2,1,1,211,At-Risk
15218,2011-11-29 11:48:00,11,5756.89,9,5,5,5,555,High-Value
15219,2011-06-16 16:57:00,1,305.75,175,2,1,2,212,Others
15220,2011-10-19 12:39:00,6,1778.96,50,3,5,4,354,Others
15221,2010-12-08 13:08:00,1,403.25,365,1,1,2,112,At-Risk
15222,2011-01-25 08:03:00,1,585.0,317,1,1,3,113,Others
15223,2011-04-28 11:31:00,2,755.75,224,1,3,3,133,Others
15224,2010-12-16 15:02:00,2,322.08,357,1,3,2,132,Others
15225,2011-04-19 14:51:00,1,409.40000000000003,233,1,1,2,112,At-Risk
15226,2011-02-02 11:41:00,1,154.41,309,1,1,1,111,At-Risk
15227,2011-11-03 11:59:00,5,1219.4,35,3,4,4,344,Others
15228,2011-10-04 13:56:00,4,3386.71,65,3,4,5,345,Others
15230,2011-04-14 14:39:00,2,429.6,238,1,3,2,132,Others
15232,2011-08-18 16:27:00,2,612.06,112,2,3,3,233,Others
15234,2011-03-08 08:53:00,1,197.0,275,1,1,1,111,At-Risk
15235,2011-05-06 09:44:00,12,2247.51,216,1,5,5,155,Others
15236,2011-02-14 10:52:00,1,321.05,297,1,1,2,112,At-Risk
15237,2011-12-08 09:46:00,4,1412.32,0,5,4,4,544,Loyal
15238,2011-11-10 14:28:00,3,1071.99,28,4,3,4,434,Others
15239,2011-11-29 14:14:00,2,780.59,9,5,3,3,533,Others
15240,2011-10-26 09:50:00,5,1706.57,43,3,4,4,344,Others
15241,2011-10-04 09:05:00,8,1756.44,65,3,5,4,354,Others
15243,2011-09-26 14:12:00,1,316.68,73,2,1,2,212,Others
15244,2011-10-05 13:19:00,2,631.57,64,3,3,3,333,Others
15245,2011-07-28 18:56:00,3,2515.84,133,2,3,5,235,Others
15246,2011-04-15 14:45:00,2,514.15,237,1,3,3,133,Others
15247,2011-08-09 12:52:00,1,356.0,121,2,1,2,212,Others
15249,2011-11-08 11:45:00,13,6688.46,30,4,5,5,455,Others
15251,2011-11-30 15:02:00,11,10484.99,8,5,5,5,555,High-Value
15252,2011-11-03 13:30:00,2,740.78,35,3,3,3,333,Others
15253,2011-11-23 16:22:00,5,918.2,15,4,4,3,443,Others
15254,2011-08-04 15:04:00,1,300.36,126,2,1,2,212,Others
15255,2011-10-04 12:43:00,1,890.85,65,3,1,3,313,Others
15256,2011-07-14 11:47:00,1,98.45,147,2,1,1,211,At-Risk
15257,2011-03-01 12:58:00,1,317.15,282,1,1,2,112,At-Risk
15258,2011-06-24 12:30:00,2,623.16,167,2,3,3,233,Others
15260,2011-08-31 13:55:00,7,1810.77,99,2,5,4,254,Others
15261,2011-07-27 15:20:00,1,254.82,134,2,1,2,212,Others
15262,2011-01-20 12:16:00,1,178.95000000000002,322,1,1,1,111,At-Risk
15263,2011-08-25 10:26:00,1,156.51,105,2,1,1,211,At-Risk
15264,2011-10-06 13:49:00,1,393.74,63,3,1,2,312,Others
15265,2011-07-11 14:46:00,2,1506.1200000000001,150,2,3,4,234,Others
15266,2011-01-05 13:40:00,1,119.3,337,1,1,1,111,At-Risk
15267,2011-11-17 15:59:00,5,1717.36,21,4,4,4,444,Others
15269,2011-11-16 09:32:00,1,408.8,22,4,1,2,412,Others
15270,2011-11-24 09:24:00,7,2379.49,14,4,5,5,455,Others
15271,2011-12-02 14:11:00,15,2493.34,6,5,5,5,555,High-Value
15272,2011-10-13 12:59:00,2,721.94,56,3,3,3,333,Others
15274,2011-12-05 16:57:00,2,716.57,3,5,3,3,533,Others
15275,2011-11-02 11:20:00,1,615.14,36,3,1,3,313,Others
15276,2011-10-04 16:39:00,1,128.63,65,3,1,1,311,Others
15277,2011-10-24 10:08:00,1,255.89999999999998,45,3,1,2,312,Others
15279,2010-12-20 10:48:00,1,290.51,353,1,1,2,112,At-Risk
15280,2011-06-20 17:14:00,1,113.12,171,2,1,1,211,At-Risk
15281,2011-10-12 09:10:00,9,2332.15,57,3,5,5,355,Others
15286,2011-10-21 11:08:00,1,240.55,48,3,1,1,311,Others
15287,2011-11-17 15:34:00,2,486.69,21,4,3,2,432,Others
15288,2011-10-27 16:58:00,5,2306.52,42,3,4,5,345,Others
15289,2011-11-10 13:49:00,3,939.78,28,4,3,4,434,Others
15290,2011-12-05 11:39:00,18,7943.22,3,5,5,5,555,High-Value
15291,2011-11-14 11:02:00,15,4668.3,24,4,5,5,455,Others
15292,2011-05-22 15:00:00,1,178.39,200,1,1,1,111,At-Risk
15296,2011-10-20 11:47:00,6,3672.86,49,3,5,5,355,Others
15297,2011-11-29 16:32:00,3,641.94,9,5,3,3,533,Others
15298,2011-12-07 17:17:00,12,4799.9,1,5,5,5,555,High-Value
15299,2011-10-03 14:19:00,7,4507.01,66,3,5,5,355,Others
15300,2011-10-06 17:08:00,1,496.44,63,3,1,3,313,Others
15301,2011-10-20 09:57:00,12,5049.95,49,3,5,5,355,Others
15303,2011-02-22 13:59:00,1,574.02,289,1,1,3,113,Others
15304,2011-10-10 10:23:00,8,694.4,59,3,5,3,353,Others
15306,2011-10-06 12:56:00,3,1174.3500000000001,63,3,3,4,334,Others
15307,2011-09-05 11:38:00,1,205.3,94,2,1,1,211,At-Risk
15308,2011-03-10 13:08:00,1,310.47,273,1,1,2,112,At-Risk
15311,2011-12-09 12:00:00,91,60632.75,-1,5,5,5,555,High-Value
15312,2011-09-25 13:10:00,4,924.85,74,2,4,3,243,Others
15313,2011-08-21 16:02:00,1,52.0,109,2,1,1,211,At-Risk
15314,2011-05-24 14:39:00,1,327.97,198,1,1,2,112,At-Risk
15315,2011-10-06 12:51:00,2,570.5,63,3,3,3,333,Others
15316,2011-01-17 11:34:00,1,165.0,325,1,1,1,111,At-Risk
15318,2011-12-06 11:30:00,1,312.62,2,5,1,2,512,Others
15319,2011-03-01 12:48:00,1,204.5,282,1,1,1,111,At-Risk
15320,2011-10-26 13:27:00,1,267.13,43,3,1,2,312,Others
15321,2011-09-30 09:40:00,3,2748.31,69,3,3,5,335,Others
15322,2011-09-15 09:34:00,1,679.68,84,2,1,3,213,Others
15325,2011-08-28 11:55:00,1,161.74,102,2,1,1,211,At-Risk
15326,2011-01-10 11:38:00,1,311.71,332,1,1,2,112,At-Risk
15327,2011-10-18 11:55:00,1,208.75,51,3,1,1,311,Others
15329,2011-10-31 15:36:00,3,1049.7,38,3,3,4,334,Others
15330,2011-11-07 17:50:00,2,714.9599999999999,31,4,3,3,433,Others
15332,2010-12-08 14:43:00,4,1661.06,365,1,4,4,144,Others
15333,2011-05-15 13:27:00,1,1028.56,207,1,1,4,114,Others
15334,2011-07-06 11:22:00,3,350.82,155,2,3,2,232,Others
15335,2011-10-17 12:50:00,1,170.22,52,3,1,1,311,Others
15339,2011-10-04 12:51:00,2,574.07,65,3,3,3,333,Others
15341,2011-09-20 09:40:00,1,2020.52,79,2,1,4,214,Others
15342,2011-08-02 10:19:00,1,406.09000000000003,128,2,1,2,212,Others
15343,2011-09-13 13:55:00,1,364.5,86,2,1,2,212,Others
15344,2011-12-09 10:45:00,3,563.94,-1,5,3,3,533,Others
15345,2011-10-25 11:28:00,1,393.54,44,3,1,2,312,Others
15346,2011-01-11 11:18:00,1,252.42000000000002,331,1,1,2,112,At-Risk
15347,2010-12-08 15:25:00,1,201.60000000000002,365,1,1,1,111,At-Risk
15348,2011-09-28 13:17:00,1,158.04,71,2,1,1,211,At-Risk
15349,2011-07-04 16:06:00,2,463.91,157,2,3,2,232,Others
15350,2010-12-01 13:33:00,1,115.65,372,1,1,1,111,At-Risk
15351,2011-11-27 12:52:00,7,1934.66,11,5,5,4,554,Loyal
15353,2011-03-30 12:15:00,2,770.12,253,1,3,3,133,Others
15355,2011-11-10 13:44:00,2,277.05,28,4,3,2,432,Others
15356,2011-11-08 13:11:00,10,2718.03,30,4,5,5,455,Others
15358,2011-12-05 09:04:00,22,8347.2,3,5,5,5,555,High-Value
15360,2011-10-31 09:35:00,1,427.93,38,3,1,2,312,Others
15361,2010-12-13 09:52:00,1,418.92,360,1,1,2,112,At-Risk
15363,2010-12-02 12:28:00,1,326.0,371,1,1,2,112,At-Risk
15364,2011-09-05 09:46:00,2,913.19,94,2,3,3,233,Others
15365,2011-11-14 08:29:00,7,2314.32,24,4,5,5,455,Others
15366,2011-09-25 15:01:00,2,602.51,74,2,3,3,233,Others
15367,2011-10-13 14:13:00,4,1877.5900000000001,56,3,4,4,344,Others
15368,2011-11-18 14:42:00,1,446.94000000000005,20,4,1,2,412,Others
15370,2011-10-30 10:58:00,7,2386.05,39,3,5,5,355,Others
15372,2011-07-25 16:39:00,1,2007.4,136,2,1,4,214,Others
15373,2011-12-01 15:05:00,12,2415.91,7,5,5,5,555,High-Value
15374,2011-08-03 09:59:00,1,168.0,127,2,1,1,211,At-Risk
15376,2011-10-30 15:04:00,3,1221.56,39,3,3,4,334,Others
15379,2011-06-23 13:13:00,7,3703.29,168,2,5,5,255,Others
15380,2011-12-01 12:13:00,5,1690.26,7,5,4,4,544,Loyal
15381,2011-05-10 11:55:00,2,596.85,212,1,3,3,133,Others
15382,2011-11-25 10:58:00,6,5955.71,13,4,5,5,455,Others
15384,2011-06-23 10:57:00,2,642.41,168,2,3,3,233,Others
15385,2011-10-30 15:11:00,1,316.88,39,3,1,2,312,Others
15386,2011-06-06 13:47:00,1,394.14,185,1,1,2,112,At-Risk
15388,2011-03-14 13:53:00,1,140.54,269,1,1,1,111,At-Risk
15389,2011-06-20 16:18:00,1,500.0,171,2,1,3,213,Others
15392,2011-12-05 11:01:00,4,1535.53,3,5,4,4,544,Loyal
15393,2011-11-23 16:48:00,2,231.86,15,4,3,1,431,Others
15394,2011-11-30 11:49:00,4,2183.54,8,5,4,5,545,Others
15395,2011-01-18 12:40:00,1,107.45,324,1,1,1,111,At-Risk
15396,2011-08-19 10:56:00,1,288.18,111,2,1,2,212,Others
15397,2011-02-23 09:25:00,1,94.0,288,1,1,1,111,At-Risk
15398,2011-11-23 16:47:00,2,1345.53,15,4,3,4,434,Others
15399,2011-12-08 13:04:00,3,815.77,0,5,3,3,533,Others
15400,2011-09-08 13:57:00,5,716.2,91,2,4,3,243,Others
15402,2011-07-14 12:17:00,2,626.77,147,2,3,3,233,Others
15405,2011-06-03 14:44:00,1,349.1,188,1,1,2,112,At-Risk
15406,2011-11-08 13:22:00,2,510.71000000000004,30,4,3,3,433,Others
15407,2011-11-06 11:55:00,4,1046.74,32,3,4,4,344,Others
15408,2011-03-20 15:02:00,1,267.18,263,1,1,2,112,At-Risk
15410,2011-09-16 14:47:00,8,3450.84,83,2,5,5,255,Others
15411,2011-11-13 15:19:00,4,1348.93,25,4,4,4,444,Others
15412,2011-06-21 15:24:00,1,190.53,170,2,1,1,211,At-Risk
15414,2011-11-30 09:50:00,3,774.9000000000001,8,5,3,3,533,Others
15415,2011-01-30 14:13:00,1,559.61,312,1,1,3,113,Others
15416,2011-10-06 09:38:00,4,3984.32,63,3,4,5,345,Others
15417,2011-09-15 15:26:00,1,508.8,84,2,1,3,213,Others
15419,2011-11-15 09:23:00,1,135.86,23,4,1,1,411,Others
15421,2011-10-12 09:20:00,4,950.36,57,3,4,4,344,Others
15422,2011-01-20 16:17:00,2,97.7,322,1,3,1,131,Others
15423,2011-11-01 14:01:00,1,43.5,37,3,1,1,311,Others
15424,2011-03-30 13:02:00,2,383.34,253,1,3,2,132,Others
15426,2011-11-20 15:36:00,5,1404.07,18,4,4,4,444,Others
15427,2011-11-06 14:29:00,3,1430.54,32,3,3,4,334,Others
15428,2011-11-24 16:54:00,1,93.78,14,4,1,1,411,Others
15429,2011-11-13 12:28:00,2,397.35,25,4,3,2,432,Others
15432,2011-11-16 16:30:00,1,171.19000000000003,22,4,1,1,411,Others
15433,2011-05-10 10:45:00,2,533.3,212,1,3,3,133,Others
15434,2011-12-01 13:33:00,5,1041.48,7,5,4,4,544,Loyal
15435,2011-11-17 16:39:00,1,149.29,21,4,1,1,411,Others
15436,2011-11-27 16:05:00,3,1067.75,11,5,3,4,534,Others
15437,2011-03-22 13:11:00,1,200.16,261,1,1,1,111,At-Risk
15438,2011-07-31 14:19:00,1,156.57999999999998,130,2,1,1,211,At-Risk
15440,2011-10-16 12:16:00,3,383.68,53,3,3,2,332,Others
15442,2011-04-05 12:24:00,1,594.0,247,1,1,3,113,Others
15443,2011-12-08 10:40:00,7,3213.59,0,5,5,5,555,High-Value
15444,2011-11-30 17:37:00,2,1411.21,8,5,3,4,534,Others
15445,2011-03-20 15:06:00,1,113.5,263,1,1,1,111,At-Risk
15447,2011-01-13 11:26:00,1,155.17000000000002,329,1,1,1,111,At-Risk
15448,2011-01-31 10:42:00,1,494.64,311,1,1,3,113,Others
15449,2011-11-13 15:02:00,3,974.52,25,4,3,4,434,Others
15450,2011-11-09 17:11:00,1,429.84,29,4,1,2,412,Others
15452,2011-11-10 12:13:00,3,528.48,28,4,3,3,433,Others
15453,2011-12-08 10:59:00,7,1371.77,0,5,5,4,554,Loyal
15454,2010-12-12 14:21:00,1,179.1,361,1,1,1,111,At-Risk
15456,2011-03-01 13:51:00,3,434.59,282,1,3,2,132,Others
15457,2011-03-22 15:31:00,1,237.07,261,1,1,1,111,At-Risk
15458,2011-11-14 13:08:00,1,161.64,24,4,1,1,411,Others
15460,2010-12-20 16:08:00,1,214.26,353,1,1,1,111,At-Risk
15462,2011-09-06 13:11:00,3,234.6,93,2,3,1,231,Others
15463,2011-11-10 12:57:00,1,126.14,28,4,1,1,411,Others
15464,2011-01-05 15:56:00,1,1044.65,337,1,1,4,114,Others
15465,2011-11-20 10:11:00,18,7354.62,18,4,5,5,455,Others
15466,2011-09-15 14:08:00,1,334.53,84,2,1,2,212,Others
15467,2011-11-30 14:17:00,3,524.88,8,5,3,3,533,Others
15468,2011-10-19 13:49:00,2,467.51,50,3,3,2,332,Others
15469,2011-10-20 16:21:00,2,538.55,49,3,3,3,333,Others
15471,2011-12-07 14:12:00,1,454.48,1,5,1,2,512,Others
15472,2011-08-18 15:17:00,1,371.56,112,2,1,2,212,Others
15473,2011-11-25 15:15:00,7,1771.2,13,4,5,4,454,Others
15475,2011-09-23 15:20:00,1,454.11,76,2,1,2,212,Others
15478,2011-10-30 14:19:00,2,1399.92,39,3,3,4,334,Others
15480,2011-08-15 14:32:00,1,905.5,115,2,1,3,213,Others
15482,2011-11-24 10:46:00,12,10879.76,14,4,5,5,455,Others
15483,2011-07-01 13:07:00,4,225.26,160,2,4,1,241,Others
15484,2011-12-08 15:03:00,4,3590.41,0,5,4,5,545,Others
15485,2011-11-09 14:31:00,3,2564.5,29,4,3,5,435,Others
15488,2011-09-08 10:11:00,1,91.32000000000001,91,2,1,1,211,At-Risk
15489,2011-11-17 08:53:00,3,1134.28,21,4,3,4,434,Others
15491,2011-09-05 15:56:00,6,3100.09,94,2,5,5,255,Others
15492,2011-11-11 14:53:00,2,659.46,27,4,3,3,433,Others
15493,2011-11-07 12:04:00,5,1953.41,31,4,4,4,444,Others
15494,2011-11-18 14:51:00,2,1280.58,20,4,3,4,434,Others
15497,2011-11-22 11:51:00,2,1262.2,16,4,3,4,434,Others
15498,2011-12-07 12:48:00,27,13316.4,1,5,5,5,555,High-Value
15500,2011-12-01 13:47:00,4,1131.56,7,5,4,4,544,Loyal
15502,2011-11-24 12:48:00,12,10384.93,14,4,5,5,455,Others
15503,2010-12-12 10:57:00,1,141.04,361,1,1,1,111,At-Risk
15504,2011-09-19 13:45:00,1,52.83,80,2,1,1,211,At-Risk
15505,2011-10-18 07:56:00,5,3610.96,51,3,4,5,345,Others
15506,2011-11-17 12:11:00,3,972.08,21,4,3,4,434,Others
15507,2011-06-21 11:19:00,1,475.86,170,2,1,2,212,Others
15508,2011-06-03 15:43:00,6,1000.27,188,1,5,4,154,Others
15510,2011-01-13 12:10:00,1,250.0,329,1,1,2,112,At-Risk
15511,2011-11-28 09:43:00,5,900.53,10,5,4,3,543,Loyal
15512,2011-07-07 10:20:00,2,121.0,154,2,3,1,231,Others
15513,2011-11-06 14:36:00,19,14758.22,32,3,5,5,355,Others
15514,2011-11-27 14:40:00,11,4023.7200000000003,11,5,5,5,555,High-Value
15516,2011-10-26 10:51:00,3,62.43,43,3,3,1,331,Others
15517,2011-04-20 14:02:00,1,267.03,232,1,1,2,112,At-Risk
15518,2011-10-06 13:05:00,8,1921.55,63,3,5,4,354,Others
15520,2011-12-08 10:58:00,1,343.5,0,5,1,2,512,Others
15521,2011-10-30 13:42:00,8,3000.2,39,3,5,5,355,Others
15522,2011-11-07 11:26:00,2,397.99,31,4,3,2,432,Others
15523,2011-09-16 16:29:00,1,412.01000000000005,83,2,1,2,212,Others
15524,2011-11-15 12:09:00,1,440.0,23,4,1,2,412,Others
15525,2011-12-07 14:43:00,3,734.37,1,5,3,3,533,Others
15526,2011-11-06 15:04:00,2,148.44,32,3,3,1,331,Others
15527,2011-11-21 12:17:00,8,2428.53,17,4,5,5,455,Others
15528,2011-03-30 16:14:00,1,229.33,253,1,1,1,111,At-Risk
15529,2011-11-17 11:29:00,11,3962.6,21,4,5,5,455,Others
15530,2011-11-18 12:25:00,4,1497.31,20,4,4,4,444,Others
15531,2011-12-01 18:43:00,2,1972.39,7,5,3,4,534,Others
15532,2011-11-14 14:51:00,4,1564.73,24,4,4,4,444,Others
15533,2011-11-20 15:35:00,3,807.57,18,4,3,3,433,Others
15535,2011-06-19 16:02:00,4,502.9,172,2,4,3,243,Others
15537,2011-06-29 13:10:00,1,110.92,162,2,1,1,211,At-Risk
15539,2011-12-02 13:36:00,1,538.46,6,5,1,3,513,Others
15540,2011-11-28 13:51:00,1,213.3,10,5,1,1,511,Others
15541,2011-08-17 14:58:00,1,85.13000000000001,113,2,1,1,211,At-Risk
15543,2011-02-24 15:26:00,1,127.86,287,1,1,1,111,At-Risk
15544,2011-11-30 16:43:00,9,3546.71,8,5,5,5,555,High-Value
15545,2011-10-16 13:24:00,2,288.96999999999997,53,3,3,2,332,Others
15547,2011-12-02 12:52:00,14,4910.6,6,5,5,5,555,High-Value
15549,2011-09-23 16:22:00,3,1681.46,76,2,3,4,234,Others
15550,2011-12-05 15:38:00,4,575.63,3,5,4,3,543,Loyal
15551,2011-11-03 12:37:00,1,436.06,35,3,1,2,312,Others
15552,2011-05-06 14:47:00,1,90.12,216,1,1,1,111,At-Risk
15553,2011-10-10 14:02:00,1,428.93,59,3,1,2,312,Others
15554,2011-03-07 09:00:00,1,217.2,276,1,1,1,111,At-Risk
15555,2011-11-27 16:19:00,16,4794.86,11,5,5,5,555,High-Value
15556,2011-11-15 16:08:00,1,279.77,23,4,1,2,412,Others
15557,2011-11-11 12:46:00,1,468.91,27,4,1,2,412,Others
15561,2011-11-28 11:07:00,4,800.5899999999999,10,5,4,3,543,Loyal
15562,2010-12-23 09:55:00,1,134.55,350,1,1,1,111,At-Risk
15563,2011-11-17 14:50:00,4,1400.44,21,4,4,4,444,Others
15565,2011-10-20 14:33:00,2,173.16000000000003,49,3,3,1,331,Others
15567,2011-11-21 10:48:00,1,186.01,17,4,1,1,411,Others
15568,2011-12-07 11:27:00,3,758.29,1,5,3,3,533,Others
15569,2011-08-28 10:15:00,5,1375.71,102,2,4,4,244,Others
15570,2011-12-02 14:47:00,12,4148.82,6,5,5,5,555,High-Value
15571,2011-11-28 10:02:00,4,650.4300000000001,10,5,4,3,543,Loyal
15572,2011-12-05 10:09:00,7,2533.42,3,5,5,5,555,High-Value
15573,2011-11-08 11:38:00,2,591.1899999999999,30,4,3,3,433,Others
15574,2011-06-15 12:01:00,4,675.64,176,2,4,3,243,Others
15576,2011-11-02 12:03:00,1,921.37,36,3,1,3,313,Others
15577,2011-07-11 17:03:00,3,258.88,150,2,3,2,232,Others
15578,2011-06-30 13:03:00,1,127.1,161,2,1,1,211,At-Risk
15579,2011-10-02 12:45:00,2,327.6,67,3,3,2,332,Others
15581,2011-08-11 09:38:00,13,3675.77,119,2,5,5,255,Others
15582,2011-11-15 09:55:00,3,682.9100000000001,23,4,3,3,433,Others
15584,2011-11-16 10:55:00,4,720.86,22,4,4,3,443,Others
15585,2011-06-16 08:38:00,1,455.3,175,2,1,2,212,Others
15587,2011-10-20 13:37:00,4,913.68,49,3,4,3,343,Others
15589,2011-03-29 09:54:00,3,478.53,254,1,3,2,132,Others
15592,2011-10-24 08:59:00,1,388.58,45,3,1,2,312,Others
15593,2011-09-30 11:46:00,1,199.8,69,3,1,1,311,Others
15594,2011-11-24 08:53:00,5,1771.78,14,4,4,4,444,Others
15596,2011-08-31 10:55:00,5,1406.59,99,2,4,4,244,Others
15597,2011-11-04 13:26:00,1,324.57,34,3,1,2,312,Others
15598,2011-10-17 16:04:00,1,240.68,52,3,1,1,311,Others
15599,2011-11-13 11:44:00,2,761.74,25,4,3,3,433,Others
15601,2011-11-28 15:15:00,14,6776.56,10,5,5,5,555,High-Value
15602,2011-12-01 14:14:00,9,1297.8700000000001,7,5,5,4,554,Loyal
15603,2011-09-22 10:04:00,1,48.480000000000004,77,2,1,1,211,At-Risk
15604,2011-10-18 14:47:00,1,216.39000000000001,51,3,1,1,311,Others
15605,2011-11-03 14:17:00,5,1198.23,35,3,4,4,344,Others
15606,2011-10-09 15:47:00,9,2920.16,60,3,5,5,355,Others
15607,2011-01-07 12:44:00,1,104.76,335,1,1,1,111,At-Risk
15608,2011-11-11 13:20:00,4,1093.68,27,4,4,4,444,Others
15609,2011-06-08 13:00:00,1,298.48,183,1,1,2,112,At-Risk
15610,2011-10-19 10:36:00,1,112.46000000000001,50,3,1,1,311,Others
15611,2011-11-30 12:36:00,13,1591.45,8,5,5,4,554,Loyal
15612,2011-11-03 14:52:00,2,195.15,35,3,3,1,331,Others
15615,2011-11-29 14:42:00,23,10399.74,9,5,5,5,555,High-Value
15618,2011-11-07 08:34:00,4,776.851,31,4,4,3,443,Others
15619,2011-11-29 08:14:00,1,336.4,9,5,1,2,512,Others
15620,2011-10-14 12:41:00,3,1553.18,55,3,3,4,334,Others
15621,2011-12-05 14:01:00,4,1293.03,3,5,4,4,544,Loyal
15622,2011-10-27 16:44:00,9,3709.56,42,3,5,5,355,Others
15623,2011-07-21 17:26:00,1,301.03000000000003,140,2,1,2,212,Others
15624,2011-08-15 11:38:00,4,588.13,115,2,4,3,243,Others
