CustomerID,LastPurchase,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
15483,2011-07-01 13:07:00,4,225.26,160,2,4,1,241,Others,1
15484,2011-12-08 15:03:00,4,3590.41,0,5,4,5,545,Others,0
15485,2011-11-09 14:31:00,3,2564.5,29,4,3,5,435,Others,0
15488,2011-09-08 10:11:00,1,91.32,91,2,1,1,211,At-Risk,0
15489,2011-11-17 08:53:00,3,1134.28,21,4,3,4,434,Others,0
15491,2011-09-05 15:56:00,6,3100.09,94,2,5,5,255,Others,0
15492,2011-11-11 14:53:00,2,659.46,27,4,3,3,433,Others,0
15493,2011-11-07 12:04:00,5,1953.41,31,4,4,4,444,Others,0
15494,2011-11-18 14:51:00,2,1280.58,20,4,3,4,434,Others,0
15497,2011-11-22 11:51:00,2,1262.2,16,4,3,4,434,Others,0
15498,2011-12-07 12:48:00,27,13316.4,1,5,5,5,555,High-Value,3
15500,2011-12-01 13:47:00,4,1131.56,7,5,4,4,544,Loyal,0
15502,2011-11-24 12:48:00,12,10384.93,14,4,5,5,455,Others,3
15503,2010-12-12 10:57:00,1,141.04,361,1,1,1,111,At-Risk,1
15504,2011-09-19 13:45:00,1,52.83,80,2,1,1,211,At-Risk,0
15505,2011-10-18 07:56:00,5,3610.96,51,3,4,5,345,Others,0
15506,2011-11-17 12:11:00,3,972.08,21,4,3,4,434,Others,0
15507,2011-06-21 11:19:00,1,475.86,170,2,1,2,212,Others,1
15508,2011-06-03 15:43:00,6,1000.27,188,1,5,4,154,Others,1
15510,2011-01-13 12:10:00,1,250.0,329,1,1,2,112,At-Risk,1
15511,2011-11-28 09:43:00,5,900.53,10,5,4,3,543,Loyal,0
15512,2011-07-07 10:20:00,2,121.0,154,2,3,1,231,Others,1
15513,2011-11-06 14:36:00,19,14758.22,32,3,5,5,355,Others,3
15514,2011-11-27 14:40:00,11,4023.72,11,5,5,5,555,High-Value,0
15516,2011-10-26 10:51:00,3,62.43,43,3,3,1,331,Others,0
15517,2011-04-20 14:02:00,1,267.03,232,1,1,2,112,At-Risk,1
15518,2011-10-06 13:05:00,8,1921.55,63,3,5,4,354,Others,0
15520,2011-12-08 10:58:00,1,343.5,0,5,1,2,512,Others,0
15521,2011-10-30 13:42:00,8,3000.2,39,3,5,5,355,Others,0
15522,2011-11-07 11:26:00,2,397.99,31,4,3,2,432,Others,0
15523,2011-09-16 16:29:00,1,412.0100000000001,83,2,1,2,212,Others,0
15524,2011-11-15 12:09:00,1,440.0,23,4,1,2,412,Others,0
15525,2011-12-07 14:43:00,3,734.37,1,5,3,3,533,Others,0
15526,2011-11-06 15:04:00,2,148.44,32,3,3,1,331,Others,0
15527,2011-11-21 12:17:00,8,2428.53,17,4,5,5,455,Others,0
15528,2011-03-30 16:14:00,1,229.33,253,1,1,1,111,At-Risk,1
15529,2011-11-17 11:29:00,11,3962.6,21,4,5,5,455,Others,0
15530,2011-11-18 12:25:00,4,1497.31,20,4,4,4,444,Others,0
15531,2011-12-01 18:43:00,2,1972.39,7,5,3,4,534,Others,0
15532,2011-11-14 14:51:00,4,1564.73,24,4,4,4,444,Others,0
15533,2011-11-20 15:35:00,3,807.57,18,4,3,3,433,Others,0
15535,2011-06-19 16:02:00,4,502.9,172,2,4,3,243,Others,1
15537,2011-06-29 13:10:00,1,110.92,162,2,1,1,211,At-Risk,1
15539,2011-12-02 13:36:00,1,538.46,6,5,1,3,513,Others,0
15540,2011-11-28 13:51:00,1,213.3,10,5,1,1,511,Others,0
15541,2011-08-17 14:58:00,1,85.13000000000001,113,2,1,1,211,At-Risk,0
15543,2011-02-24 15:26:00,1,127.86,287,1,1,1,111,At-Risk,1
15544,2011-11-30 16:43:00,9,3546.71,8,5,5,5,555,High-Value,0
15545,2011-10-16 13:24:00,2,288.97,53,3,3,2,332,Others,0
15547,2011-12-02 12:52:00,14,4910.6,6,5,5,5,555,High-Value,3
15549,2011-09-23 16:22:00,3,1681.46,76,2,3,4,234,Others,0
15550,2011-12-05 15:38:00,4,575.63,3,5,4,3,543,Loyal,0
15551,2011-11-03 12:37:00,1,436.06,35,3,1,2,312,Others,0
15552,2011-05-06 14:47:00,1,90.12,216,1,1,1,111,At-Risk,1
15553,2011-10-10 14:02:00,1,428.93,59,3,1,2,312,Others,0
15554,2011-03-07 09:00:00,1,217.2,276,1,1,1,111,At-Risk,1
15555,2011-11-27 16:19:00,16,4794.86,11,5,5,5,555,High-Value,3
15556,2011-11-15 16:08:00,1,279.77,23,4,1,2,412,Others,0
15557,2011-11-11 12:46:00,1,468.91,27,4,1,2,412,Others,0
15561,2011-11-28 11:07:00,4,800.5899999999999,10,5,4,3,543,Loyal,0
15562,2010-12-23 09:55:00,1,134.55,350,1,1,1,111,At-Risk,1
15563,2011-11-17 14:50:00,4,1400.44,21,4,4,4,444,Others,0
15565,2011-10-20 14:33:00,2,173.16000000000005,49,3,3,1,331,Others,0
15567,2011-11-21 10:48:00,1,186.01,17,4,1,1,411,Others,0
15568,2011-12-07 11:27:00,3,758.29,1,5,3,3,533,Others,0
15569,2011-08-28 10:15:00,5,1375.71,102,2,4,4,244,Others,0
15570,2011-12-02 14:47:00,12,4148.82,6,5,5,5,555,High-Value,0
15571,2011-11-28 10:02:00,4,650.4300000000001,10,5,4,3,543,Loyal,0
15572,2011-12-05 10:09:00,7,2533.42,3,5,5,5,555,High-Value,0
15573,2011-11-08 11:38:00,2,591.1899999999999,30,4,3,3,433,Others,0
15574,2011-06-15 12:01:00,4,675.64,176,2,4,3,243,Others,1
15576,2011-11-02 12:03:00,1,921.37,36,3,1,3,313,Others,0
15577,2011-07-11 17:03:00,3,258.88,150,2,3,2,232,Others,1
15578,2011-06-30 13:03:00,1,127.1,161,2,1,1,211,At-Risk,1
15579,2011-10-02 12:45:00,2,327.6,67,3,3,2,332,Others,0
15581,2011-08-11 09:38:00,13,3675.77,119,2,5,5,255,Others,0
15582,2011-11-15 09:55:00,3,682.9100000000001,23,4,3,3,433,Others,0
15584,2011-11-16 10:55:00,4,720.86,22,4,4,3,443,Others,0
15585,2011-06-16 08:38:00,1,455.3,175,2,1,2,212,Others,1
15587,2011-10-20 13:37:00,4,913.68,49,3,4,3,343,Others,0
15589,2011-03-29 09:54:00,3,478.53,254,1,3,2,132,Others,1
15592,2011-10-24 08:59:00,1,388.58,45,3,1,2,312,Others,0
15593,2011-09-30 11:46:00,1,199.8,69,3,1,1,311,Others,0
15594,2011-11-24 08:53:00,5,1771.78,14,4,4,4,444,Others,0
15596,2011-08-31 10:55:00,5,1406.59,99,2,4,4,244,Others,0
15597,2011-11-04 13:26:00,1,324.57,34,3,1,2,312,Others,0
15598,2011-10-17 16:04:00,1,240.68,52,3,1,1,311,Others,0
15599,2011-11-13 11:44:00,2,761.74,25,4,3,3,433,Others,0
15601,2011-11-28 15:15:00,14,6776.56,10,5,5,5,555,High-Value,3
15602,2011-12-01 14:14:00,9,1297.87,7,5,5,4,554,Loyal,0
15603,2011-09-22 10:04:00,1,48.48,77,2,1,1,211,At-Risk,0
15604,2011-10-18 14:47:00,1,216.39,51,3,1,1,311,Others,0
15605,2011-11-03 14:17:00,5,1198.23,35,3,4,4,344,Others,0
15606,2011-10-09 15:47:00,9,2920.16,60,3,5,5,355,Others,0
15607,2011-01-07 12:44:00,1,104.76,335,1,1,1,111,At-Risk,1
15608,2011-11-11 13:20:00,4,1093.68,27,4,4,4,444,Others,0
15609,2011-06-08 13:00:00,1,298.48,183,1,1,2,112,At-Risk,1
15610,2011-10-19 10:36:00,1,112.46,50,3,1,1,311,Others,0
15611,2011-11-30 12:36:00,13,1591.45,8,5,5,4,554,Loyal,0
15612,2011-11-03 14:52:00,2,195.15,35,3,3,1,331,Others,0
15615,2011-11-29 14:42:00,23,10399.74,9,5,5,5,555,High-Value,3
15618,2011-11-07 08:34:00,4,776.851,31,4,4,3,443,Others,0
15619,2011-11-29 08:14:00,1,336.4,9,5,1,2,512,Others,0
15620,2011-10-14 12:41:00,3,1553.18,55,3,3,4,334,Others,0
15621,2011-12-05 14:01:00,4,1293.03,3,5,4,4,544,Loyal,0
15622,2011-10-27 16:44:00,9,3709.56,42,3,5,5,355,Others,0
15623,2011-07-21 17:26:00,1,301.03000000000003,140,2,1,2,212,Others,0
15624,2011-08-15 11:38:00,4,588.13,115,2,4,3,243,Others,0
15625,2011-08-28 10:21:00,4,1534.26,102,2,4,4,244,Others,0
15626,2011-09-26 10:03:00,2,675.8,73,2,3,3,233,Others,0
15628,2011-12-05 10:24:00,9,2870.24,3,5,5,5,555,High-Value,0
15630,2011-10-25 15:36:00,2,1186.35,44,3,3,4,334,Others,0
15632,2011-11-24 09:51:00,8,3285.31,14,4,5,5,455,Others,0
15634,2011-11-22 16:28:00,1,243.55,16,4,1,1,411,Others,0
15636,2011-09-11 11:17:00,2,724.76,88,2,3,3,233,Others,0
15637,2011-10-18 08:28:00,1,223.36,51,3,1,1,311,Others,0
15639,2011-07-28 14:30:00,1,425.32,133,2,1,2,212,Others,0
15640,2011-12-05 14:35:00,15,12416.11,3,5,5,5,555,High-Value,3
15641,2011-08-26 14:04:00,4,1887.2,104,2,4,4,244,Others,0
15643,2011-06-01 07:38:00,3,664.0,190,1,3,3,133,Others,1
15644,2011-06-26 14:54:00,4,803.54,165,2,4,3,243,Others,1
15645,2011-11-21 11:55:00,1,612.01,17,4,1,3,413,Others,0
15646,2011-07-05 09:53:00,3,447.64,156,2,3,2,232,Others,1
15648,2011-05-19 15:53:00,2,639.5,203,1,3,3,133,Others,1
15649,2011-01-07 13:34:00,2,816.0,335,1,3,3,133,Others,1
15651,2011-11-03 08:41:00,3,646.3,35,3,3,3,333,Others,0
15652,2011-09-09 14:22:00,1,337.74,90,2,1,2,212,Others,0
15653,2011-09-08 10:49:00,2,877.44,91,2,3,3,233,Others,0
15654,2011-11-30 13:08:00,2,922.53,8,5,3,3,533,Others,0
15655,2011-04-10 15:25:00,1,560.6700000000001,242,1,1,3,113,Others,1
15656,2011-10-25 14:56:00,4,748.5,44,3,4,3,343,Others,0
15657,2011-11-17 12:19:00,1,30.0,21,4,1,1,411,Others,0
15658,2011-06-02 15:22:00,5,1024.1,189,1,4,4,144,Others,1
15659,2011-10-27 09:23:00,1,306.45,42,3,1,2,312,Others,0
15660,2011-11-14 16:58:00,9,1600.86,24,4,5,4,454,Others,0
15661,2011-01-26 13:56:00,2,309.8,316,1,3,2,132,Others,1
15663,2011-08-25 15:50:00,1,138.14,105,2,1,1,211,At-Risk,0
15664,2011-10-20 10:57:00,1,386.43,49,3,1,2,312,Others,0
15665,2011-06-24 14:57:00,2,2222.21,167,2,3,5,235,Others,1
15667,2011-10-31 10:56:00,1,301.32000000000005,38,3,1,2,312,Others,0
15668,2011-05-06 10:39:00,1,76.32000000000001,216,1,1,1,111,At-Risk,1
15669,2011-10-30 16:03:00,4,684.34,39,3,4,3,343,Others,0
15670,2011-02-16 10:50:00,1,173.05,295,1,1,1,111,At-Risk,1
15671,2011-11-21 12:43:00,7,2657.13,17,4,5,5,455,Others,0
15673,2011-09-12 16:12:00,4,2726.23,87,2,4,5,245,Others,0
15674,2011-09-27 15:17:00,5,2446.6,72,2,4,5,245,Others,0
15675,2011-09-19 13:48:00,3,323.69,80,2,3,2,232,Others,0
15676,2011-11-21 12:40:00,3,3435.76,17,4,3,5,435,Others,0
15677,2011-10-21 15:36:00,1,657.23,48,3,1,3,313,Others,0
15678,2011-10-18 09:25:00,1,352.7,51,3,1,2,312,Others,0
15679,2011-11-15 16:19:00,4,781.28,23,4,4,3,443,Others,0
15680,2011-11-30 13:46:00,3,1333.68,8,5,3,4,534,Others,0
15681,2011-11-14 16:30:00,5,1426.16,24,4,4,4,444,Others,0
15683,2011-08-14 12:56:00,1,193.75,116,2,1,1,211,At-Risk,0
15687,2011-12-01 08:33:00,9,2993.1,7,5,5,5,555,High-Value,0
15689,2011-08-12 09:37:00,2,254.1,118,2,3,2,232,Others,0
15690,2011-12-05 15:59:00,2,239.76,3,5,3,1,531,Others,0
15691,2011-04-01 15:13:00,1,136.8,251,1,1,1,111,At-Risk,1
15692,2011-11-11 14:12:00,1,191.04,27,4,1,1,411,Others,0
15694,2011-12-09 09:44:00,14,6479.4,-1,5,5,5,555,High-Value,3
15695,2011-03-18 08:32:00,2,409.98,265,1,3,2,132,Others,1
15696,2011-11-06 14:02:00,8,2711.11,32,3,5,5,355,Others,0
15699,2011-11-22 08:26:00,1,309.65,16,4,1,2,412,Others,0
15700,2011-06-20 16:53:00,2,696.68,171,2,3,3,233,Others,1
15701,2011-12-07 14:39:00,4,1529.0,1,5,4,4,544,Loyal,0
15703,2011-03-20 10:51:00,1,211.5,263,1,1,1,111,At-Risk,1
15704,2011-07-22 13:35:00,4,2293.62,139,2,4,5,245,Others,0
15705,2011-05-22 15:37:00,1,143.1,200,1,1,1,111,At-Risk,1
15706,2011-10-07 10:09:00,4,1060.56,62,3,4,4,344,Others,0
15707,2011-11-04 14:35:00,4,916.98,34,3,4,3,343,Others,0
15708,2011-10-30 10:54:00,7,3235.25,39,3,5,5,355,Others,0
15709,2011-03-01 10:38:00,1,133.25,282,1,1,1,111,At-Risk,1
15712,2011-11-30 14:09:00,5,1072.36,8,5,4,4,544,Loyal,0
15713,2011-07-19 13:34:00,2,356.7,142,2,3,2,232,Others,0
15714,2011-11-28 11:26:00,2,330.03000000000003,10,5,3,2,532,Others,0
15716,2011-07-17 11:59:00,4,1101.11,144,2,4,4,244,Others,0
15717,2011-04-19 13:21:00,1,150.3,233,1,1,1,111,At-Risk,1
15719,2011-11-07 12:29:00,13,5030.07,31,4,5,5,455,Others,0
15720,2011-11-15 14:48:00,1,598.73,23,4,1,3,413,Others,0
15721,2011-11-28 12:14:00,1,471.4,10,5,1,2,512,Others,0
15722,2011-11-04 11:43:00,5,2211.21,34,3,4,5,345,Others,0
15723,2010-12-10 11:12:00,1,190.7,363,1,1,1,111,At-Risk,1
15724,2011-05-22 14:40:00,2,218.25,200,1,3,1,131,Others,1
15725,2011-11-24 14:51:00,1,415.25,14,4,1,2,412,Others,0
15727,2011-11-23 12:36:00,7,5159.06,15,4,5,5,455,Others,0
15729,2011-05-11 12:36:00,1,85.0,211,1,1,1,111,At-Risk,1
15730,2011-10-05 12:31:00,3,1120.88,64,3,3,4,334,Others,0
15732,2011-05-11 14:24:00,2,294.12,211,1,3,2,132,Others,1
15733,2011-03-02 09:05:00,1,162.3,281,1,1,1,111,At-Risk,1
15734,2011-08-17 10:50:00,2,1339.45,113,2,3,4,234,Others,0
15737,2011-11-25 11:21:00,8,1188.12,13,4,5,4,454,Others,0
15738,2011-11-21 08:26:00,16,4812.42,17,4,5,5,455,Others,3
15739,2011-10-04 13:42:00,1,449.12,65,3,1,2,312,Others,0
15740,2011-10-21 14:29:00,1,154.88,48,3,1,1,311,Others,0
15743,2011-11-23 17:19:00,4,775.96,15,4,4,3,443,Others,0
15744,2011-09-23 09:52:00,1,34.8,76,2,1,1,211,At-Risk,0
15745,2011-11-20 13:45:00,4,1094.59,18,4,4,4,444,Others,0
15746,2011-07-28 15:21:00,1,196.88,133,2,1,1,211,At-Risk,0
15747,2011-11-27 12:26:00,3,946.64,11,5,3,4,534,Others,0
15748,2011-10-30 12:51:00,1,144.36,39,3,1,1,311,Others,0
15749,2011-04-18 13:20:00,3,44534.3,234,1,3,5,135,Others,3
15750,2011-12-07 12:34:00,8,2463.05,1,5,5,5,555,High-Value,0
15752,2011-10-31 11:37:00,7,2626.6,38,3,5,5,355,Others,0
15753,2011-02-08 12:41:00,1,79.2,303,1,1,1,111,At-Risk,1
15754,2011-10-19 14:40:00,3,458.57,50,3,3,2,332,Others,0
15755,2011-11-29 14:57:00,6,2364.25,9,5,5,5,555,High-Value,0
15756,2011-10-09 13:30:00,4,528.01,60,3,4,3,343,Others,0
15757,2011-10-05 12:14:00,2,714.42,64,3,3,3,333,Others,0
15758,2011-11-15 10:48:00,1,205.25,23,4,2,1,421,Others,0
15759,2011-05-05 15:13:00,3,253.04,217,1,3,2,132,Others,1
15762,2011-10-05 16:15:00,2,583.75,64,3,3,3,333,Others,0
15763,2011-11-08 09:44:00,2,1086.92,30,4,3,4,434,Others,0
15764,2011-09-12 17:58:00,6,3279.9700000000003,87,2,5,5,255,Others,0
15766,2011-10-06 17:03:00,1,315.06,63,3,2,2,322,Others,0
15768,2011-08-16 10:48:00,3,621.83,114,2,4,3,243,Others,0
15769,2011-12-02 13:52:00,26,56252.72,6,5,5,5,555,High-Value,3
15773,2011-12-04 12:48:00,1,635.6800000000001,4,5,2,3,523,Others,0
15774,2011-10-02 12:04:00,1,270.8,67,3,2,2,322,Others,0
15775,2011-04-08 12:56:00,1,104.9,244,1,2,1,121,At-Risk,1
15776,2011-07-29 13:46:00,1,241.62,132,2,2,1,221,Others,0
15777,2011-04-12 16:43:00,4,1047.11,240,1,4,4,144,Others,1
15780,2011-06-09 12:01:00,3,475.28,182,1,4,2,142,Others,1
15781,2011-11-14 14:57:00,3,345.46000000000004,24,4,4,2,442,Others,0
15782,2011-11-30 10:49:00,3,2614.74,8,5,4,5,545,Others,0
15783,2011-11-29 09:50:00,1,246.3,9,5,2,1,521,Others,0
15785,2011-11-07 11:33:00,5,2328.9700000000003,31,4,4,5,445,Others,0
15786,2011-10-24 14:13:00,3,4919.0,45,3,4,5,345,Others,0
15787,2011-11-13 14:55:00,3,933.26,25,4,4,3,443,Others,0
15789,2010-12-16 14:35:00,1,351.3,357,1,2,2,122,At-Risk,1
15790,2011-11-29 14:53:00,1,218.75,9,5,2,1,521,Others,0
15791,2011-10-27 10:14:00,2,1612.69,42,3,3,4,334,Others,0
15793,2011-11-25 09:31:00,3,965.61,13,4,4,4,444,Others,0
15795,2011-07-13 10:43:00,1,610.01,148,2,2,3,223,Others,1
15796,2011-12-08 19:55:00,8,2708.61,0,5,5,5,555,High-Value,0
15797,2011-08-18 17:04:00,4,2207.4,112,2,4,5,245,Others,0
15799,2011-09-25 12:46:00,3,884.14,74,2,4,3,243,Others,0
15800,2011-08-24 14:23:00,2,696.89,106,2,3,3,233,Others,0
15801,2011-10-24 13:52:00,3,1063.95,45,3,4,4,344,Others,0
15802,2011-07-20 11:38:00,1,451.42,141,2,2,2,222,Others,0
15803,2011-10-19 14:56:00,1,415.8200000000001,50,3,2,2,322,Others,0
15804,2011-12-09 12:31:00,13,4206.39,-1,5,5,5,555,High-Value,0
15805,2011-11-16 16:32:00,17,5488.18,22,4,5,5,455,Others,3
15806,2011-10-24 14:35:00,3,784.58,45,3,4,3,343,Others,0
15807,2011-10-20 14:10:00,3,903.9,49,3,4,3,343,Others,0
15808,2011-02-06 14:33:00,4,3651.27,305,1,4,5,145,Others,1
15809,2011-11-03 16:40:00,5,515.77,35,3,4,3,343,Others,0
15810,2011-09-22 09:38:00,4,1391.98,77,2,4,4,244,Others,0
15811,2011-11-17 15:31:00,6,2218.62,21,4,5,5,455,Others,0
15812,2011-08-24 14:19:00,5,1801.14,106,2,4,4,244,Others,0
15813,2011-05-16 08:13:00,2,1303.91,206,1,3,4,134,Others,1
15814,2011-11-23 08:17:00,4,1945.33,15,4,4,4,444,Others,0
15815,2011-10-07 12:42:00,5,2100.6,62,3,4,5,345,Others,0
15819,2011-10-21 14:50:00,4,1905.45,48,3,4,4,344,Others,0
15820,2011-01-24 12:00:00,1,206.98,318,1,2,1,121,At-Risk,1
15821,2011-10-26 15:48:00,2,570.96,43,3,3,3,333,Others,0
15822,2011-12-06 14:50:00,2,885.47,2,5,3,3,533,Others,0
15823,2010-12-02 15:08:00,1,15.0,371,1,2,1,121,At-Risk,1
15825,2011-06-20 13:27:00,1,532.94,171,2,2,3,223,Others,1
15826,2011-10-14 16:05:00,3,1654.31,55,3,4,4,344,Others,0
15827,2011-09-27 15:35:00,14,1836.09,72,2,5,4,254,Others,0
15829,2011-09-01 16:45:00,2,636.14,98,2,3,3,233,Others,0
15830,2011-11-02 10:40:00,1,576.0,36,3,2,3,323,Others,0
15831,2011-10-12 13:14:00,3,794.64,57,3,4,3,343,Others,0
15832,2011-03-30 15:29:00,1,836.79,253,1,2,3,123,Others,1
15834,2011-09-30 14:41:00,4,2225.15,69,3,4,5,345,Others,0
15835,2011-10-26 15:47:00,4,954.09,43,3,4,4,344,Others,0
15836,2011-10-20 17:13:00,1,137.37,49,3,2,1,321,Others,0
15837,2011-10-06 09:01:00,1,391.98,63,3,2,2,322,Others,0
15838,2011-11-28 14:00:00,19,33643.08,10,5,5,5,555,High-Value,3
15839,2011-11-06 13:54:00,3,1048.49,32,3,4,4,344,Others,0
15840,2011-10-12 09:08:00,2,355.56,57,3,3,2,332,Others,0
15841,2011-09-28 12:15:00,4,1224.06,71,2,4,4,244,Others,0
15843,2011-02-09 10:19:00,1,118.95,302,1,2,1,121,At-Risk,1
15844,2011-10-24 15:19:00,1,130.73999999999998,45,3,2,1,321,Others,0
15845,2011-11-22 09:42:00,8,3711.77,16,4,5,5,455,Others,0
15847,2011-11-01 14:41:00,2,389.27,37,3,3,2,332,Others,0
15850,2011-11-20 14:14:00,2,234.88,18,4,3,1,431,Others,0
15852,2011-06-06 11:22:00,2,160.71,185,1,3,1,131,Others,1
15853,2011-10-19 10:38:00,1,110.8,50,3,2,1,321,Others,0
15854,2011-12-05 13:39:00,12,2969.12,3,5,5,5,555,High-Value,0
15855,2011-07-26 10:20:00,5,712.24,135,2,4,3,243,Others,0
15856,2011-12-05 17:09:00,27,16143.64,3,5,5,5,555,High-Value,3
15857,2011-11-21 12:18:00,1,297.0,17,4,2,2,422,Others,0
15858,2011-11-24 12:48:00,5,1427.57,14,4,4,4,444,Others,0
15860,2011-10-30 11:25:00,8,965.16,39,3,5,4,354,Others,0
15861,2011-11-27 15:59:00,8,3146.92,11,5,5,5,555,High-Value,0
15862,2011-12-01 13:28:00,4,832.88,7,5,4,3,543,Loyal,0
15863,2011-11-14 12:49:00,2,68.84,24,4,3,1,431,Others,0
15864,2011-11-17 13:32:00,6,1936.32,21,4,5,4,454,Others,0
15865,2011-10-30 12:43:00,3,895.13,39,3,4,3,343,Others,0
15866,2011-08-30 14:09:00,1,211.89,100,2,2,1,221,Others,0
15867,2011-12-04 13:32:00,15,3810.14,4,5,5,5,555,High-Value,3
15869,2011-03-07 17:23:00,2,149.64,276,1,3,1,131,Others,1
15870,2011-11-07 10:58:00,1,351.44,31,4,2,2,422,Others,0
15872,2011-11-25 11:55:00,2,316.25,13,4,3,2,432,Others,0
15874,2011-10-07 12:31:00,7,4405.88,62,3,5,5,355,Others,0
15877,2011-12-08 11:53:00,2,490.33,0,5,3,3,533,Others,0
15880,2010-12-05 13:00:00,1,329.03,368,1,2,2,122,At-Risk,1
15881,2011-01-31 16:59:00,5,501.39,311,1,4,3,143,Others,1
15882,2011-05-25 11:35:00,4,516.36,197,1,4,3,143,Others,1
15883,2011-12-07 17:05:00,2,396.48,1,5,3,2,532,Others,0
15885,2011-09-08 10:43:00,3,379.35,91,2,4,2,242,Others,0
15886,2011-10-10 14:25:00,1,181.09,59,3,2,1,321,Others,0
15888,2011-09-20 12:30:00,1,168.31,79,2,2,1,221,Others,0
15889,2011-07-06 11:10:00,2,420.07,155,2,3,2,232,Others,1
15891,2011-04-27 12:35:00,1,511.68,225,1,2,3,123,Others,1
15894,2011-03-31 13:50:00,2,258.25,252,1,3,2,132,Others,1
15895,2011-07-13 10:27:00,1,179.17,148,2,2,1,221,Others,1
15897,2011-05-29 13:50:00,2,208.59,193,1,3,1,131,Others,1
15898,2011-12-08 15:23:00,5,1383.83,0,5,4,4,544,Loyal,0
15899,2010-12-06 10:36:00,1,56.25,367,1,2,1,121,At-Risk,1
15900,2011-11-16 12:19:00,1,337.28000000000003,22,4,2,2,422,Others,0
15901,2011-11-23 12:43:00,3,351.73,15,4,4,2,442,Others,0
15903,2011-11-30 08:08:00,7,5126.76,8,5,5,5,555,High-Value,0
15904,2011-12-01 14:50:00,1,164.68,7,5,2,1,521,Others,0
15906,2011-11-20 12:24:00,7,1567.69,18,4,5,4,454,Others,0
15907,2011-12-06 12:21:00,3,882.72,2,5,4,3,543,Loyal,0
15909,2011-06-19 10:38:00,1,191.94,172,2,2,1,221,Others,1
15910,2011-12-09 10:51:00,8,1228.88,-1,5,5,4,554,Loyal,0
15912,2011-06-14 14:29:00,2,264.62,177,2,3,2,232,Others,1
15916,2011-11-23 13:46:00,8,1502.86,15,4,5,4,454,Others,0
15917,2011-04-06 10:40:00,1,123.1,246,1,2,1,121,At-Risk,1
15918,2011-06-02 11:42:00,2,334.23,189,1,3,2,132,Others,1
15919,2011-11-20 11:28:00,2,525.69,18,4,3,3,433,Others,0
15920,2011-07-08 15:31:00,4,167.5,153,2,4,1,241,Others,1
15921,2011-06-20 11:03:00,1,323.03000000000003,171,2,2,2,222,Others,1
15922,2010-12-01 13:51:00,1,369.5,372,1,2,2,122,At-Risk,1
15923,2010-12-02 12:16:00,1,127.08,371,1,2,1,121,At-Risk,1
15925,2011-05-29 15:35:00,1,207.15,193,1,2,1,121,At-Risk,1
15930,2011-10-03 14:52:00,1,426.63,66,3,2,2,322,Others,0
15932,2011-12-05 17:13:00,8,2495.87,3,5,5,5,555,High-Value,0
15933,2011-11-18 13:14:00,3,1107.46,20,4,4,4,444,Others,0
15935,2011-04-14 13:27:00,2,416.86,238,1,3,2,132,Others,1
15937,2011-10-06 15:48:00,1,145.35000000000002,63,3,2,1,321,Others,0
15938,2011-08-19 12:56:00,5,404.58,111,2,4,2,242,Others,0
15939,2011-09-11 11:30:00,15,6115.01,88,2,5,5,255,Others,3
15940,2011-02-01 16:18:00,1,35.8,310,1,2,1,121,At-Risk,1
15942,2011-07-29 09:01:00,1,337.44,132,2,2,2,222,Others,0
15944,2011-03-08 10:33:00,1,325.1,275,1,2,2,122,At-Risk,1
15945,2010-12-09 13:14:00,1,181.0,364,1,2,1,121,At-Risk,1
15947,2011-09-18 10:46:00,1,1708.24,81,2,2,4,224,Others,0
15948,2011-12-01 15:32:00,2,955.24,7,5,3,4,534,Others,0
15949,2011-11-23 09:09:00,2,364.72,15,4,3,2,432,Others,0
15950,2011-11-08 11:09:00,4,1744.71,30,4,4,4,444,Others,0
15951,2011-12-01 08:34:00,2,708.22,7,5,3,3,533,Others,0
15952,2011-11-06 11:18:00,4,781.91,32,3,4,3,343,Others,0
15953,2011-11-24 15:32:00,8,1657.28,14,4,5,4,454,Others,0
15955,2011-11-15 14:15:00,14,4416.26,23,4,5,5,455,Others,0
15957,2011-11-08 12:14:00,1,428.89,30,4,2,2,422,Others,0
15958,2011-09-26 13:41:00,1,104.35,73,2,2,1,221,Others,0
15963,2011-11-20 11:33:00,2,470.76,18,4,3,2,432,Others,0
15965,2011-11-22 16:44:00,4,808.87,16,4,4,3,443,Others,0
15967,2011-11-16 15:41:00,2,397.68,22,4,3,2,432,Others,0
15969,2011-12-07 11:06:00,3,666.1,1,5,4,3,543,Loyal,0
15970,2011-02-09 12:08:00,1,314.1,302,1,2,2,122,At-Risk,1
15971,2011-11-22 12:50:00,12,4199.85,16,4,5,5,455,Others,0
15973,2010-12-08 11:42:00,1,307.82000000000005,365,1,2,2,122,At-Risk,1
15974,2011-10-31 13:13:00,7,3442.15,38,3,5,5,355,Others,0
15975,2011-09-16 13:33:00,1,371.01,83,2,2,2,222,Others,0
15976,2011-06-27 13:00:00,2,427.64,164,2,3,2,232,Others,1
15977,2011-11-22 13:29:00,2,1054.73,16,4,3,4,434,Others,0
15978,2011-09-23 15:21:00,1,1098.78,76,2,2,4,224,Others,0
15980,2011-09-12 09:41:00,3,2398.86,87,2,4,5,245,Others,0
15981,2011-11-15 08:00:00,8,3408.48,23,4,5,5,455,Others,0
